time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V),,,,,,,
0,0.25999,0.77999,20.10229298,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.77999,20.10229298,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34079,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34081,,,,,,,
0,0.15999,0.86999,20.113325,0,0,26.49344,13.34082,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34083,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34084,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34084,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.9,20.27862898,0,0,26.49344,13.34086,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34085,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34085,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34085,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34084,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34084,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34083,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34082,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34081,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.3408,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.3408,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34079,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34078,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34078,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34077,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34077,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.77999,20.35577598,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34079,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.3408,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.3408,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34081,,,,,,,
0,0.15999,0.96999,20.047199,0,0,26.49344,13.34082,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34083,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34084,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34084,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34085,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34085,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34085,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34086,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34086,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34086,,,,,,,
0,0.11999,0.95,20.025157,0,0,26.49344,13.34086,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34083,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34082,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.34081,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.3408,,,,,,,
0,0.12999,0.88,20.06922998,0,0,26.49344,13.3408,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34079,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34078,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34078,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34077,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34077,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.07999,0.79999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34076,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34079,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.3408,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.3408,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34081,,,,,,,
0,0.11,0.88,20.10229298,0,0,26.49344,13.34082,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34083,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.19999,0.83,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34084,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34084,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34083,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34082,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.34081,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.3408,,,,,,,
0,0.11,0.90999,20.20148198,0,0,26.49344,13.3408,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34079,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34078,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34078,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34077,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34077,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34076,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34076,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34076,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34076,,,,,,,
0,0.14999,0.74,20.26760798,0,0,26.49344,13.34076,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34076,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34077,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34077,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34078,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34078,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34079,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.3408,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.3408,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34081,,,,,,,
0,0.17999,0.75,20.28964998,0,0,26.49344,13.34082,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34083,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34084,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34084,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34085,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34085,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34085,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34086,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34086,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34086,,,,,,,
0,0.13999,0.63,20.24556598,0,0,26.49344,13.34086,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34085,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34085,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34085,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34084,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34084,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34083,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34082,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.34081,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.3408,,,,,,,
0,0.17,0.74,20.19046098,0,0,26.49344,13.3408,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34079,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34078,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34077,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.15999,0.7,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34076,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34077,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34077,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34078,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34078,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34079,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.3408,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.3408,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34081,,,,,,,
0,0.07,0.85,20.19046098,0,0,26.49344,13.34082,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34083,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34084,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34084,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34085,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34085,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34085,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34086,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34086,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34086,,,,,,,
0,0,0.88,20.16841898,0,0,26.49344,13.34086,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34083,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34082,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34081,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.3408,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.3408,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34079,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34078,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34078,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34077,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34077,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.77999,20.09127198,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34076,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34079,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.3408,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.3408,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34081,,,,,,,
0,0.22,0.85,20.10229298,0,0,26.49344,13.34082,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34083,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.14999,0.85,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34085,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34084,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34083,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34082,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.34081,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.3408,,,,,,,
0,0.12999,0.69,20.23454498,0,0,26.49344,13.3408,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34079,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34078,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34078,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34077,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34077,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.25999,0.65,20.25658698,0,0,26.49344,13.34076,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34079,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34081,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34082,,,,,,,
0,0.17999,0.88,20.113325,0,0,26.49344,13.34083,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34084,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34084,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34086,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34086,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34086,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34086,,,,,,,
0,0.17999,0.83,20.09127198,0,0,26.49344,13.34085,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34083,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34082,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34081,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.20999,0.81,20.113325,0,0,26.49344,13.34079,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34078,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34078,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34077,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34077,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.75,20.135367,0,0,26.49344,13.34076,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34077,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34078,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34079,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.3408,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34081,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34082,,,,,,,
0,0.09,0.95999,20.113325,0,0,26.49344,13.34083,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34084,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34086,,,,,,,
0,0.00999,0.88999,20.113325,0,0,26.49344,13.34085,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34085,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34085,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34084,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34084,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34083,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34082,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34081,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.3408,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.3408,,,,,,,
0,0.07999,0.75,20.06922998,0,0,26.49344,13.34079,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34078,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34078,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34077,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34077,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.12999,0.72999,20.06922998,0,0,26.49344,13.34076,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34077,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34077,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34078,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34078,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34079,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.3408,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.3408,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34081,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34082,,,,,,,
0,0.13999,0.70999,20.124346,0,0,26.49344,13.34083,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34084,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34084,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34086,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34086,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34086,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34086,,,,,,,
0,0.15999,0.76999,20.20148198,0,0,26.49344,13.34085,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34085,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34085,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34084,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34084,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34083,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34082,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34081,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.3408,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.3408,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34079,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34078,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34078,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34077,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34077,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.19,0.78999,20.15739798,0,0,26.49344,13.34076,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.34077,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.34078,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.34079,,,,,,,
0,0.14999,0.77999,20.10229298,0,0,26.49344,13.3408,,,,,,,
