time(s),moment_x(N·m),moment_y(N·m),moment_z(N·m),motor_angle_1(rad),motor_angle_2(rad),motor_angle_3(rad),motor_angle_4(rad),target_moment(N·m),rotor_speed(m/s)
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,0,,,,,,
